Unnamed: 0,EmpID,FirstName,LastName,StartDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1619,2046,Serena,Lutz,2020-05-22,Production Technician II,Rachel Nicholson,serena.lutz@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,Project Management - Con,1948-10-26,MA,Manager,Female,31663,Asian,Widowed,Fully Meets,3
1620,2047,Gwendolyn,Gray,2022-12-13,Production Technician II,Jacob Smith,gwendolyn.gray@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Production       ,Aerial,1966-08-23,MA,Laborer,Female,26502,White,Single,Fully Meets,3
1621,2048,Khalil,Lee,2022-02-07,Production Technician II,Adam Bates,khalil.lee@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Production       ,Aerial,1995-04-06,MA,Laborer,Female,4321,Asian,Married,Fully Meets,3
1622,2049,Corinne,Navarro,2020-10-06,Production Technician II,Thomas Richard,corinne.navarro@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1942-05-07,MA,Laborer,Female,93573,Asian,Widowed,Fully Meets,3
1624,2051,Jaden,Charles,2022-02-26,Production Technician I,Desiree Jennings,jaden.charles@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,1999-04-13,MA,Laborer,Female,18433,Black,Single,Fully Meets,3
1626,2053,Kolten,Kim,2021-09-27,Production Technician I,Curtis Gonzales,kolten.kim@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,1989-02-09,MA,Engineer,Female,34501,White,Divorced,Fully Meets,3
1628,2055,Beau,Olsen,2020-11-25,Production Technician I,Jamie Hernandez,beau.olsen@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Production       ,Engineers,1989-07-19,MA,Executive,Female,70318,White,Divorced,Fully Meets,3
1630,2057,Nikhil,Rivas,2021-04-15,Production Technician I,Amanda Jones,nikhil.rivas@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1964-12-14,MA,Laborer,Male,28907,Hispanic,Married,Fully Meets,3
1633,2060,Angelina,Russell,2023-01-26,Production Technician I,David Perkins,angelina.russell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,1942-09-18,MA,Tower Hand,Female,96077,Asian,Divorced,Fully Meets,3
1634,2061,King,Garrison,2018-12-12,Production Technician I,Natasha Dennis,king.garrison@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,1946-08-06,MA,Field Project Manager,Female,55355,Other,Married,Fully Meets,3
1635,2062,Kale,Middleton,2018-10-25,Production Technician I,Regina Roberts,kale.middleton@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,1950-07-18,MA,Laborer,Female,35346,Hispanic,Single,Fully Meets,3
1636,2063,Kailyn,Montgomery,2021-05-20,Production Technician I,Raymond Johnson,kailyn.montgomery@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Production       ,Aerial,1944-03-26,MA,Groundman,Female,72585,Hispanic,Married,Fully Meets,3
1638,2065,Bria,Spence,2020-05-10,Production Technician II,Yesenia Sandoval,bria.spence@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,1972-02-29,MA,Laborer,Female,18169,Other,Single,Fully Meets,3
1640,2067,Denzel,Clark,2022-04-22,Production Technician II,Ariana Campbell MD,denzel.clark@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,1949-10-20,MA,Project Manager,Female,97487,White,Divorced,Fully Meets,3
1641,2068,Sidney,Lewis,2021-06-05,Production Technician II,William Mccall DDS,sidney.lewis@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1962-09-07,MA,Laborer,Female,53645,White,Divorced,Fully Meets,3
1642,2069,Simon,Rivers,2022-06-29,Production Technician II,William Wagner,simon.rivers@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Wireline Construction,1991-12-25,MA,Manager,Female,43569,Other,Widowed,Fully Meets,3
1643,2070,Branson,Schneider,2022-07-02,Production Technician II,David Collins,branson.schneider@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1969-02-20,MA,Operator,Female,38800,White,Divorced,Fully Meets,3
1644,2071,Maren,Whitehead,2023-01-04,Production Technician II,Jessica Matthews,maren.whitehead@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,1977-05-14,MA,Laborer,Female,72287,White,Widowed,Fully Meets,3
1645,2072,Gilbert,Hensley,2023-07-08,Production Technician II,William Walters,gilbert.hensley@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Production       ,Project Management - Con,1980-09-07,MA,Engineer,Female,37599,White,Single,Fully Meets,3
1647,2074,Tamia,Byrd,2019-08-19,Production Technician II,Michelle Williams,tamia.byrd@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,1967-11-25,MA,Supervisor,Female,11079,Hispanic,Widowed,Fully Meets,3
1648,2075,Oliver,Richardson,2018-10-30,Production Technician I,Vicki Ortega,oliver.richardson@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,1976-10-13,MA,Manager,Female,88221,Other,Married,Fully Meets,3
1652,2079,Emilio,Daniel,2022-06-19,Production Technician I,Michael Potts,emilio.daniel@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,1956-06-12,MA,Flagger,Female,60487,White,Married,Fully Meets,3
1654,2081,Vicente,Hansen,2020-05-09,Production Technician I,Kaylee Gross,vicente.hansen@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Production       ,Engineers,1988-06-08,MA,Supervisor,Female,84354,Asian,Married,Fully Meets,3
1655,2082,Jordan,Kemp,2021-02-17,Production Technician I,Antonio Hayes,jordan.kemp@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Production       ,Field Operations,1961-01-08,MA,Laborer,Male,53786,Black,Single,Fully Meets,3
1656,2083,Edith,Richard,2020-04-12,Production Technician I,Barbara Mendez,edith.richard@bilearner.com,EW,Active,Contract,Zone C,Temporary,Production       ,Engineers,1981-05-16,MA,Technician,Female,92893,Hispanic,Divorced,Fully Meets,3
1657,2084,Dustin,Snow,2021-03-30,Production Technician I,Steven Phelps,dustin.snow@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Production       ,Sales & Marketing,1971-02-06,MA,Assistant,Female,77142,Hispanic,Divorced,Fully Meets,3
1661,2088,Lia,Orr,2019-07-19,Production Technician I,Wendy Adams,lia.orr@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Production       ,Yard (Material Handling),1960-05-27,MA,Coordinator,Female,37040,White,Divorced,Fully Meets,3
1663,2090,Alexis,Nielsen,2023-01-12,Production Technician II,Michelle Dickerson,alexis.nielsen@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,1942-10-30,MA,Assistant,Female,33206,Asian,Divorced,Fully Meets,3
1664,2091,Adalyn,Bass,2022-11-25,Production Technician II,Christopher Wallace,adalyn.bass@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1999-03-14,MA,Locator,Female,72118,Black,Single,Fully Meets,3
1665,2092,Hadley,Benson,2019-11-13,Production Technician II,Sean Jones,hadley.benson@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,1987-09-09,MA,Laborer,Female,36134,Asian,Widowed,Fully Meets,3
1669,2096,Jerome,Howard,2023-07-18,Production Technician II,Stephen Knight,jerome.howard@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,1985-07-17,MA,Construction Manager,Female,17358,Black,Single,Fully Meets,3
1671,2098,Phillip,Fuentes,2020-07-15,Production Technician II,Robert Mercado,phillip.fuentes@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Production       ,Catv,1950-05-19,MA,Laborer,Female,51886,Other,Divorced,PIP,5
1672,2099,Drake,Wiggins,2018-10-30,Production Technician I,Victor Graves DVM,drake.wiggins@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Production       ,General - Sga,1969-03-29,MA,Vp,Female,66261,Hispanic,Widowed,PIP,4
1673,2100,Lucy,Santos,2022-09-13,Production Technician I,Tracey Jackson,lucy.santos@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Production       ,Aerial,1944-11-24,MA,Coordinator,Female,26880,Other,Divorced,Exceeds,4
1675,2102,Valeria,Zavala,2023-03-24,Production Technician I,Jose Harris,valeria.zavala@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,1966-01-23,MA,Driller,Female,90728,Asian,Single,Exceeds,2
1676,2103,Nola,Sellers,2020-10-02,Production Technician I,Stephen Lester,nola.sellers@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1986-12-25,MA,Construction Manager,Female,49149,Asian,Widowed,Exceeds,5
1677,2104,Andre,Fields,2020-09-14,Production Technician I,Ana Trujillo,andre.fields@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Production       ,Field Operations,1949-08-19,MA,Laborer,Female,73771,Hispanic,Widowed,Exceeds,2
1678,2105,Joel,Hanson,2020-01-19,Production Technician I,Jennifer Campbell,joel.hanson@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,General - Sga,1960-01-27,MA,Supervisor,Female,92541,Hispanic,Single,Needs Improvement,4
1682,2109,Zain,Tanner,2021-02-23,Production Technician I,Jeremiah Harper,zain.tanner@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,1988-11-22,MA,Tower Hand,Female,51689,Other,Divorced,Exceeds,5
1683,2110,Richard,Deleon,2021-06-04,Production Technician I,Jessica Shaffer,richard.deleon@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Production       ,General - Sga,1948-05-13,MA,Vp,Female,97553,Black,Single,Exceeds,4
1687,2114,Abagail,Moran,2019-08-24,Production Technician II,Caitlin Stokes,abagail.moran@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Production       ,Engineers,1992-04-24,MA,Project Manager,Female,38475,White,Single,Exceeds,4
1689,2116,Stanley,Bowen,2021-08-21,Production Technician II,David Cook,stanley.bowen@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,1946-09-03,MA,Engineer,Female,81288,Black,Divorced,Needs Improvement,4
1690,2117,Terrell,Hanna,2020-06-22,Production Technician II,Blake Proctor,terrell.hanna@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,1993-05-17,MA,Laborer,Female,45637,Hispanic,Divorced,Exceeds,2
1691,2118,Dale,Mendoza,2020-01-28,Production Technician II,Sherry Le,dale.mendoza@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Eng,2000-11-06,MA,Coordinator,Female,41529,White,Widowed,Exceeds,5
1692,2119,Marcos,Carey,2019-03-29,Production Technician II,Susan Smith,marcos.carey@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,1941-09-10,MA,Foreman,Female,72491,White,Married,Exceeds,5
1693,2120,Simeon,Pittman,2018-10-05,Production Technician II,William Waters,simeon.pittman@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,1967-01-17,MA,Lineman,Female,66867,Asian,Divorced,Needs Improvement,2
1694,2121,Jenna,Cochran,2020-08-20,Production Technician II,Angel Rhodes,jenna.cochran@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,1998-09-11,MA,Splicer,Female,12265,Asian,Married,Exceeds,5
1696,2123,Chace,Farley,2021-09-10,Production Technician I,Jackie Tran,chace.farley@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Production       ,Catv,1979-02-12,MA,Project Manager,Female,96364,White,Widowed,Exceeds,2
1698,2125,Leslie,Zamora,2019-08-09,Production Technician I,Sean Ayers,leslie.zamora@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Production       ,Engineers,2001-05-30,MA,Project Manager,Female,1514,White,Divorced,Exceeds,4
1700,2127,Makena,Benitez,2019-07-20,Production Technician I,Pamela Davis,makena.benitez@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,1953-11-26,MA,Foreman,Female,36490,Black,Single,Needs Improvement,4
1701,2128,Remington,Walton,2023-03-27,Production Technician I,Catherine Lane,remington.walton@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,1955-10-02,MA,Foreman,Female,85293,Black,Widowed,Needs Improvement,2
1702,2129,Raina,Best,2019-10-07,Production Technician I,Samantha Alexander,raina.best@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,1988-02-02,MA,Technician,Male,40632,Other,Divorced,Needs Improvement,2
1703,2130,Paulina,Henderson,2022-12-13,Production Technician I,Jade Quinn,paulina.henderson@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1973-02-24,MA,Tower Hand,Female,54337,Other,Married,Needs Improvement,1
1705,2132,Scarlett,Brooks,2022-04-25,Production Technician I,Christine Campbell,scarlett.brooks@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Production       ,Fielders,1964-06-18,MA,Technician,Female,70052,Other,Widowed,Needs Improvement,2
1706,2133,Makhi,Kramer,2020-07-28,Production Technician I,Adriana Wood,makhi.kramer@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1974-08-20,MA,Tower Hand,Female,88134,Black,Single,PIP,1
1712,2139,Kaleb,Elliott,2020-05-05,Production Technician II,Laura Fernandez,kaleb.elliott@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Aerial,1968-03-30,MA,Laborer,Female,3763,White,Widowed,Exceeds,2
1713,2140,Harley,Jones,2020-12-08,Production Technician II,Christine Bryant,harley.jones@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Production       ,Engineers,1969-08-22,MA,Supervisor,Female,74489,Black,Widowed,Exceeds,2
1717,2144,Pierre,Craig,2022-08-25,Production Technician II,Matthew Valdez,pierre.craig@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,1998-01-28,MA,Laborer,Female,80572,Hispanic,Divorced,Exceeds,2
1718,2145,Leo,Hickman,2019-02-27,Production Technician II,Alex Price,leo.hickman@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,1989-10-04,MA,Coordinator,Female,58886,Other,Divorced,Exceeds,1
1721,2148,Joel,Koch,2021-07-30,Production Technician I,Andrea Morales,joel.koch@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Splicing,1949-04-21,MA,Splicer,Female,75427,Black,Widowed,Exceeds,5
1725,2152,Alexis,Kirby,2020-10-07,Production Technician I,Keith Odonnell,alexis.kirby@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Production       ,Engineers,1956-01-07,MA,Project Manager,Female,70069,White,Widowed,Exceeds,2
1726,2153,Alfred,Caldwell,2019-06-15,Production Technician I,Isaiah Giles,alfred.caldwell@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,1944-09-10,MA,Model Assistant,Female,58613,Other,Married,Exceeds,4
1727,2154,Julianna,Vang,2022-04-28,Production Technician I,Steven Mccarthy,julianna.vang@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,1975-09-08,MA,Driller,Male,3793,Other,Married,Exceeds,4
1731,2158,Melany,Stafford,2023-02-23,Production Technician I,Scott Baker,melany.stafford@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,1962-07-07,MA,Foreman,Female,54978,White,Married,Exceeds,3
1734,2161,Rodolfo,Franklin,2021-05-19,Production Technician I,Karen Frank,rodolfo.franklin@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Production       ,Project Management - Con,1951-05-26,MA,Engineer,Female,61393,Asian,Single,Exceeds,3
1735,2162,Juliet,Wall,2021-01-02,Production Technician II,Emily Mills,juliet.wall@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,1970-04-05,MA,Project Manager,Female,53999,Asian,Married,Exceeds,3
1736,2163,London,Contreras,2019-03-26,Production Technician II,Anna Garcia,london.contreras@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Production       ,General - Sga,1966-11-19,MA,Lineman,Female,32240,White,Married,Exceeds,1
1737,2164,Kyler,Burton,2020-09-28,Production Technician II,Jennifer Moore,kyler.burton@bilearner.com,PL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Eng,1950-07-27,MA,Technician,Female,95333,Black,Divorced,Exceeds,3
1739,2166,Dillon,Sullivan,2019-03-20,Production Technician II,Michelle Kennedy,dillon.sullivan@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,1997-09-09,MA,Operator,Female,7438,Asian,Widowed,Exceeds,3
1741,2168,Rashad,Mayo,2018-08-08,Production Technician II,Denise Roach,rashad.mayo@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Production       ,Field Operations,1995-01-16,MA,Technician,Female,26000,Black,Divorced,Exceeds,3
1743,2170,Delilah,Cooke,2023-01-29,Production Technician I,Shawn Prince,delilah.cooke@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Production       ,Wireline Construction,1950-06-17,MA,Billing,Female,65842,Black,Widowed,Exceeds,3
1747,2174,Adelaide,Herman,2022-02-08,Production Technician I,Mark Moore,adelaide.herman@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Production       ,General - Eng,1970-12-29,MA,Coordinator,Female,6918,Black,Married,Exceeds,3
1749,2176,Tyree,Weaver,2021-10-07,Production Technician I,Theresa Welch,tyree.weaver@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,1988-12-22,MA,Foreman,Female,4056,Asian,Married,Exceeds,2
1750,2177,Landen,Figueroa,2020-12-23,Production Technician I,Nicholas Robertson,landen.figueroa@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,1951-09-02,MA,Supervisor,Male,35807,Asian,Single,PIP,4
1751,2178,Francis,Robbins,2022-11-01,Production Technician I,Amy Hinton,francis.robbins@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Production       ,Fielders,1990-08-30,MA,Engineer,Female,86281,Hispanic,Married,PIP,4
1755,2182,Nathalie,Hays,2021-03-14,Production Technician I,Sharon Thompson,nathalie.hays@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,General - Eng,1992-01-20,MA,Engineer,Female,96129,Black,Widowed,Exceeds,4
1756,2183,Bria,Bush,2018-12-13,Production Technician I,Vickie Garrett,bria.bush@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Production       ,Finance & Accounting,1949-09-12,MA,Manager,Female,81415,White,Divorced,Exceeds,5
1760,2187,Amaris,Kirk,2020-02-28,Production Technician II,Erica Wilson,amaris.kirk@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Production       ,Engineers,1998-01-26,MA,Program Manager,Female,31571,Hispanic,Married,Exceeds,5
1762,2189,Tyree,Mahoney,2019-01-25,Production Technician II,Daniel Mullins,tyree.mahoney@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),1944-07-04,MA,Shop,Female,15861,White,Divorced,Needs Improvement,5
1767,2194,Isis,Vega,2019-07-27,Production Technician I,Deanna Diaz,isis.vega@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,1992-02-18,MA,Laborer,Female,57434,Other,Widowed,Needs Improvement,2
1772,2199,Lilly,Haynes,2020-05-31,Production Technician I,Catherine Spencer,lilly.haynes@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,1977-07-10,MA,Manager,Female,15120,White,Divorced,Exceeds,4
1773,2200,Bianca,Cardenas,2022-07-19,Production Technician I,Raven Jackson,bianca.cardenas@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1954-03-15,MA,Laborer,Female,4751,Asian,Single,Exceeds,4
1774,2201,Cayden,Bartlett,2020-07-01,Production Technician I,Linda Mills,cayden.bartlett@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,1990-06-27,MA,Technician,Male,37225,Other,Married,Exceeds,2
1775,2202,Desiree,Walker,2020-11-18,Production Technician I,Sandra Hawkins,desiree.walker@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Production       ,Project Management - Con,1969-01-01,MA,Project Manager,Female,92017,Asian,Married,Exceeds,4
1779,2206,Audrina,Williams,2022-10-25,Production Technician I,Tracey Scott,audrina.williams@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Production       ,Field Operations,1942-01-09,MA,Tower Hand,Female,40461,Other,Widowed,Needs Improvement,5
1780,2207,Sam,Knight,2021-01-27,Production Technician I,Juan Owens,sam.knight@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,1953-06-06,MA,Welder,Female,97669,Black,Divorced,Needs Improvement,5
1781,2208,Lisa,Galia,2018-09-21,IT Support,Keith Fisher,lisa.galia@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,IT/IS,Fielders,1948-10-20,CT,Technician,Female,6040,Other,Married,Needs Improvement,5
1782,2209,Rick,Clayton,2020-04-14,IT Support,Aaron Ramos,rick.clayton@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,2000-08-30,MA,Groundman,Male,2170,Black,Widowed,Needs Improvement,5
1784,2211,Leonara,Lindsay,2020-04-10,IT Support,Matthew Wood,leonara.lindsay@bilearner.com,WBL,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,1971-08-24,CT,Administrator,Female,6070,White,Married,Exceeds,5
1789,2216,Jaylyn,Bruce,2022-11-09,IT Manager - Support,Lynn Fry,jaylyn.bruce@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,IT/IS,General - Con,1972-02-10,MA,Technician,Female,21899,Hispanic,Single,Exceeds,1
1793,2220,Lilah,Harrison,2022-09-17,IT Support,Charles Johnson,lilah.harrison@bilearner.com,EW,Active,Contract,Zone B,Temporary,IT/IS,General - Eng,1961-09-03,MA,Engineer,Female,30879,Asian,Married,Exceeds,4
1794,2221,Cedric,Sawyer,2019-05-31,IT Support,Megan Walker,cedric.sawyer@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,1993-11-14,MA,Laborer,Female,49637,Hispanic,Single,Exceeds,4
1796,2223,Isla,Hawkins,2020-07-04,IT Manager - Support,Jason Smith,isla.hawkins@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Executive,1942-02-18,MA,Vp,Female,43748,Asian,Widowed,Exceeds,2
1797,2224,Hadley,Nash,2020-10-13,IT Manager - Infra,Eric Clay,hadley.nash@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,IT/IS,Wireline Construction,1999-01-14,CT,Groundman,Female,8958,Asian,Divorced,Exceeds,4
1798,2225,Milo,Jensen,2023-05-01,IT Manager - DB,Kimberly Rosales,milo.jensen@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,IT/IS,Engineers,1971-12-03,MA,Project Manager,Male,84923,Black,Divorced,Exceeds,2
1800,2227,Raymond,Maldonado,2021-12-27,IT Support,Timothy Young,raymond.maldonado@bilearner.com,EW,Active,Contract,Zone B,Full-Time,IT/IS,Aerial,1995-06-05,MA,Lineman,Female,13915,Black,Widowed,Needs Improvement,5
1802,2229,Antonio,Gray,2022-12-28,IT Support,Mitchell Wilson,antonio.gray@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Underground,1977-10-01,MA,Laborer,Female,11746,Asian,Divorced,PIP,4
1803,2230,Kane,Mcfarland,2018-11-25,IT Manager - Support,Jose Rivera,kane.mcfarland@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,IT/IS,General - Con,1972-08-20,CT,Supervisor,Female,51949,Hispanic,Married,Fully Meets,2
1804,2231,Kylie,Ellis,2020-12-26,IT Manager - Infra,Joshua Maxwell,kylie.ellis@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Con,1990-04-24,CT,Laborer,Female,54795,Other,Single,Fully Meets,2
1805,2232,Jovan,Giles,2022-12-16,IT Manager - DB,Whitney Small,jovan.giles@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,1942-10-05,MA,Engineer,Male,79191,Hispanic,Single,Fully Meets,5
1806,2233,Sheldon,Castillo,2019-09-27,IT Support,Wendy Khan,sheldon.castillo@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,IT/IS,Splicing,1977-04-22,MA,Lineman,Female,93777,Asian,Single,Fully Meets,1
1808,2235,Kyson,Grimes,2022-02-26,IT Support,Elizabeth Peterson,kyson.grimes@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,IT/IS,Shop (Fleet),1954-08-31,MA,Model Assistant,Female,37994,Other,Single,Fully Meets,1
1813,2240,Pedro,Nelson,2018-12-05,IT Support,Erika Green,pedro.nelson@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,IT/IS,Finance & Accounting,1997-11-28,MA,Accounting,Female,91567,Hispanic,Married,Fully Meets,2
1814,2241,Carlo,Carr,2021-06-24,IT Support,David Velasquez,carlo.carr@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,IT/IS,Technology / It,1981-06-01,MA,Engineer,Female,5139,Hispanic,Married,Fully Meets,2
1817,2244,Monica,Pham,2022-08-04,IT Manager - Support,Jesse Archer,monica.pham@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,1949-12-08,CT,Driller,Female,47299,Other,Married,Fully Meets,4
1824,2251,Carla,Willis,2022-01-12,IT Manager - Support,Bradley Gray,carla.willis@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,IT/IS,Project Management - Con,1978-10-03,MA,Program Manager,Female,81938,Hispanic,Divorced,Fully Meets,2
1825,2252,Ricardo,Fitzgerald,2020-12-08,IT Manager - Infra,Sarah Robinson,ricardo.fitzgerald@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,IT/IS,Field Operations,1973-11-12,MA,Coordinator,Male,73648,White,Widowed,Fully Meets,4
1826,2253,Steven,Jarvis,2020-11-17,IT Support,Mark Parker,steven.jarvis@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,1982-02-05,MA,Technician,Female,73024,Other,Single,Fully Meets,1
1827,2254,Benjamin,Marquez,2021-01-18,IT Support,Mrs. Jessica Whitehead,benjamin.marquez@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Sga,1957-10-27,MA,Administrator,Female,44031,Hispanic,Single,Fully Meets,2
1829,2256,Kaylyn,Pham,2019-12-11,IT Support,Dawn Smith DDS,kaylyn.pham@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,1981-12-29,CT,Driller,Female,67840,Asian,Widowed,Fully Meets,5
1831,2258,Keshawn,Gilmore,2021-04-03,IT Manager - Infra,Jodi Wheeler,keshawn.gilmore@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,IT/IS,Engineers,1999-02-20,MA,Engineer,Male,88137,White,Widowed,Fully Meets,2
